WeekEnding,HSCP,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20210905,S37000013,5,Emergency,,42,39,7.7
20210905,S37000016,1,Emergency,,73,72.5,0.7
20210905,S37000016,2,Emergency,,79,104.5,-24.4
20210905,S37000016,3,Emergency,,162,167,-3
20210905,S37000016,4,Emergency,,164,149.5,9.7
20210905,S37000016,5,Emergency,,32,34.5,-7.2
20210905,S37000017,1,Emergency,,95,99,-4
20210905,S37000017,2,Emergency,,22,26,-15.4
20210905,S37000017,3,Emergency,,26,26,-0
20210905,S37000017,4,Emergency,,15,21.5,-30.2
20210905,S37000017,5,Emergency,,15,18.5,-18.9
20210905,S37000018,1,Emergency,,21,24.5,-14.3
20210905,S37000018,2,Emergency,,69,80.5,-14.3
20210905,S37000018,3,Emergency,,44,46,-4.3
20210905,S37000018,4,Emergency,,37,28.5,29.8
20210905,S37000018,5,Emergency,,17,17,-0
20210905,S37000019,1,Emergency,,8,5.5,45.5
20210905,S37000019,2,Emergency,,31,32,-3.1
20210905,S37000019,3,Emergency,,65,53,22.6
20210905,S37000019,4,Emergency,,56,52.5,6.7
20210905,S37000019,5,Emergency,,20,19,5.3
20210905,S37000020,1,Emergency,,171,198.5,-13.9
20210905,S37000020,2,Emergency,,65,84.5,-23.1
20210905,S37000020,3,Emergency,,53,53,-0
20210905,S37000020,4,Emergency,,42,47,-10.6
20210905,S37000020,5,Emergency,,29,19,52.6
20210905,S37000022,2,Emergency,,11,9,22.2
20210905,S37000022,3,Emergency,,5,4,25
20210905,S37000022,4,Emergency,,23,22,4.5
20210905,S37000024,1,Emergency,,94,101,-6.9
20210905,S37000024,2,Emergency,,99,102,-2.9
20210905,S37000024,3,Emergency,,58,57,1.8
20210905,S37000024,4,Emergency,,39,44,-11.4
20210905,S37000024,5,Emergency,,54,55,-1.8
20210905,S37000025,1,Emergency,,15,19.5,-23.1
20210905,S37000025,2,Emergency,,28,45,-37.8
20210905,S37000025,3,Emergency,,76,101,-24.8
20210905,S37000025,4,Emergency,,48,55,-12.7
20210905,S37000025,5,Emergency,,8,17.5,-54.3
20210905,S37000026,3,Emergency,,11,14,-21.4
20210905,S37000026,4,Emergency,,15,24.5,-38.8
20210905,S37000027,1,Emergency,,77,80,-3.8
20210905,S37000027,2,Emergency,,108,95.5,13.1
20210905,S37000027,3,Emergency,,53,67.5,-21.5
20210905,S37000027,4,Emergency,,45,47.5,-5.3
20210905,S37000027,5,Emergency,,46,55.5,-17.1
20210905,S37000028,1,Emergency,,182,187.5,-2.9
20210905,S37000028,2,Emergency,,178,210.5,-15.4
20210905,S37000028,3,Emergency,,143,150,-4.7
20210905,S37000028,4,Emergency,,126,120,5
20210905,S37000028,5,Emergency,,81,90.5,-10.5
20210905,S37000029,1,Emergency,,97,87,11.5
20210905,S37000029,2,Emergency,,52,51.5,1
20210905,S37000029,3,Emergency,,36,28.5,26.3
20210905,S37000029,4,Emergency,,14,15,-6.7
20210905,S37000029,5,Emergency,,6,5,20
20210905,S37000030,1,Emergency,,85,79,7.6
20210905,S37000030,2,Emergency,,159,130.5,21.8
20210905,S37000030,3,Emergency,,87,92.5,-5.9
20210905,S37000030,4,Emergency,,88,63.5,38.6
20210905,S37000030,5,Emergency,,48,51.5,-6.8
20210905,S37000031,2,Emergency,,15,17.5,-14.3
20210905,S37000031,3,Emergency,,46,49.5,-7.1
20210905,S37000032,1,Emergency,,271,253,7.1
20210905,S37000032,2,Emergency,,229,212.5,7.8
20210905,S37000032,3,Emergency,,168,182,-7.7
20210905,S37000032,4,Emergency,,162,153,5.9
20210905,S37000032,5,Emergency,,118,114,3.5
20210905,S37000033,1,Emergency,,13,24,-45.8
20210905,S37000033,2,Emergency,,55,45,22.2
20210905,S37000033,3,Emergency,,68,83,-18.1
20210905,S37000033,4,Emergency,,99,100.5,-1.5
20210905,S37000033,5,Emergency,,69,75.5,-8.6
20210905,S37000034,1,Emergency,,767,765.5,0.2
20210905,S37000034,2,Emergency,,214,250.5,-14.6
20210905,S37000034,3,Emergency,,114,148.5,-23.2
20210905,S37000034,4,Emergency,,111,112,-0.9
20210905,S37000034,5,Emergency,,70,79.5,-11.9
20210905,S37000035,1,Emergency,,297,377.5,-21.3
20210905,S37000035,2,Emergency,,233,241,-3.3
20210905,S37000035,3,Emergency,,109,119.5,-8.8
20210905,S37000035,4,Emergency,,86,93.5,-8
20210905,S37000035,5,Emergency,,56,56.5,-0.9
20210912,S37000001,1,Emergency,,59,69,-14.5
20210912,S37000001,2,Emergency,,101,109.5,-7.8
20210912,S37000001,3,Emergency,,80,59.5,34.5
20210912,S37000001,4,Emergency,,67,55,21.8
20210912,S37000001,5,Emergency,,115,115,-0
20210912,S37000002,1,Emergency,,21,19,10.5
20210912,S37000002,2,Emergency,,59,51.5,14.6
20210912,S37000002,3,Emergency,,109,95.5,14.1
20210912,S37000002,4,Emergency,,169,153.5,10.1
20210912,S37000002,5,Emergency,,123,101,21.8
20210912,S37000003,1,Emergency,,37,19,94.7
20210912,S37000003,2,Emergency,,74,70,5.7
20210912,S37000003,3,Emergency,,73,76,-3.9
20210912,S37000003,4,Emergency,,70,68,2.9
20210912,S37000003,5,Emergency,,20,26,-23.1
20210912,S37000004,1,Emergency,,16,22.5,-28.9
20210912,S37000004,2,Emergency,,41,26,57.7
20210912,S37000004,3,Emergency,,69,90.5,-23.8
20210912,S37000004,4,Emergency,,33,24,37.5
20210912,S37000004,5,Emergency,,17,11,54.5
20210912,S37000005,1,Emergency,,74,72.5,2.1
20210912,S37000005,2,Emergency,,38,72,-47.2
20210912,S37000005,3,Emergency,,47,49.5,-5.1
20210912,S37000005,4,Emergency,,49,61.5,-20.3
20210912,S37000005,5,Emergency,,43,53,-18.9
20210912,S37000006,1,Emergency,,38,43.5,-12.6
20210912,S37000006,2,Emergency,,97,110,-11.8
20210912,S37000006,3,Emergency,,125,139.5,-10.4
20210912,S37000006,4,Emergency,,51,50,2
20210912,S37000006,5,Emergency,,27,22.5,20
20210912,S37000007,1,Emergency,,175,165,6.1
20210912,S37000007,2,Emergency,,80,65,23.1
20210912,S37000007,3,Emergency,,40,31.5,27
20210912,S37000007,4,Emergency,,40,43,-7
20210912,S37000007,5,Emergency,,51,46,10.9
20210912,S37000008,1,Emergency,,135,130.5,3.4
20210912,S37000008,2,Emergency,,85,98.5,-13.7
20210912,S37000008,3,Emergency,,68,58,17.2
20210912,S37000008,4,Emergency,,39,33,18.2
20210912,S37000008,5,Emergency,,26,29,-10.3
20210912,S37000009,1,Emergency,,13,12,8.3
20210912,S37000009,2,Emergency,,41,43.5,-5.7
20210912,S37000009,3,Emergency,,15,16.5,-9.1
20210912,S37000009,4,Emergency,,39,38,2.6
20210912,S37000009,5,Emergency,,68,77,-11.7
20210912,S37000010,1,Emergency,,20,18.5,8.1
20210912,S37000010,2,Emergency,,76,65,16.9
20210912,S37000010,3,Emergency,,42,40.5,3.7
20210912,S37000010,4,Emergency,,37,31.5,17.5
20210912,S37000010,5,Emergency,,31,33.5,-7.5
20210912,S37000011,1,Emergency,,11,17.5,-37.1
20210912,S37000011,2,Emergency,,12,21,-42.9
20210912,S37000011,3,Emergency,,15,13,15.4
20210912,S37000011,4,Emergency,,28,29.5,-5.1
20210912,S37000011,5,Emergency,,64,69.5,-7.9
20210912,S37000012,1,Emergency,,151,155.5,-2.9
20210912,S37000012,2,Emergency,,159,146.5,8.5
20210912,S37000012,3,Emergency,,114,110.5,3.2
20210912,S37000012,4,Emergency,,145,138.5,4.7
20210912,S37000012,5,Emergency,,302,280.5,7.7
20210912,S37000013,1,Emergency,,76,80.5,-5.6
20210912,S37000013,2,Emergency,,78,106,-26.4
20210912,S37000013,3,Emergency,,70,90,-22.2
20210912,S37000013,4,Emergency,,45,50,-10
20210912,S37000013,5,Emergency,,48,57,-15.8
20210912,S37000016,1,Emergency,,76,58,31
20210912,S37000016,2,Emergency,,94,109,-13.8
20210912,S37000016,3,Emergency,,169,165,2.4
20210912,S37000016,4,Emergency,,139,136.5,1.8
20210912,S37000016,5,Emergency,,29,35,-17.1
20210912,S37000017,1,Emergency,,94,98.5,-4.6
20210912,S37000017,2,Emergency,,8,21,-61.9
20210912,S37000017,3,Emergency,,26,19.5,33.3
20210912,S37000017,4,Emergency,,16,16,-0
20210912,S37000017,5,Emergency,,8,22,-63.6
20210912,S37000018,1,Emergency,,24,24,-0
20210912,S37000018,2,Emergency,,63,73,-13.7
20210912,S37000018,3,Emergency,,40,40,-0
20210912,S37000018,4,Emergency,,32,25,28
20210912,S37000018,5,Emergency,,18,24,-25
20210912,S37000019,1,Emergency,,8,4,100
20210912,S37000019,2,Emergency,,45,32,40.6
20210912,S37000019,3,Emergency,,49,47.5,3.2
20210912,S37000019,4,Emergency,,69,49,40.8
20210912,S37000019,5,Emergency,,18,10,80
20210912,S37000020,1,Emergency,,188,196.5,-4.3
20210912,S37000020,2,Emergency,,74,72,2.8
20210912,S37000020,3,Emergency,,40,53,-24.5
20210912,S37000020,4,Emergency,,44,52,-15.4
20210912,S37000020,5,Emergency,,27,27,-0
20210912,S37000022,2,Emergency,,5,9,-44.4
20210912,S37000022,3,Emergency,,7,7.5,-6.7
20210912,S37000022,4,Emergency,,26,24,8.3
20210912,S37000024,1,Emergency,,108,109,-0.9
20210912,S37000024,2,Emergency,,87,102,-14.7
20210912,S37000024,3,Emergency,,60,50.5,18.8
20210912,S37000024,4,Emergency,,35,46,-23.9
20210912,S37000024,5,Emergency,,68,51.5,32
20210912,S37000025,1,Emergency,,16,21,-23.8
20210912,S37000025,2,Emergency,,31,52,-40.4
20210912,S37000025,3,Emergency,,94,92.5,1.6
20210912,S37000025,4,Emergency,,57,58,-1.7
20210912,S37000025,5,Emergency,,18,14,28.6
20210912,S37000026,3,Emergency,,16,11.5,39.1
20210912,S37000026,4,Emergency,,15,18.5,-18.9
20210912,S37000027,1,Emergency,,74,75,-1.3
20210912,S37000027,2,Emergency,,94,85,10.6
20210912,S37000027,3,Emergency,,67,75.5,-11.3
20210912,S37000027,4,Emergency,,34,51.5,-34
20210912,S37000027,5,Emergency,,52,55,-5.5
20210912,S37000028,1,Emergency,,193,185.5,4
20210912,S37000028,2,Emergency,,197,188.5,4.5
20210912,S37000028,3,Emergency,,138,134,3
20210912,S37000028,4,Emergency,,128,102.5,24.9
20210912,S37000028,5,Emergency,,90,95,-5.3
20210912,S37000029,1,Emergency,,86,87,-1.1
20210912,S37000029,2,Emergency,,47,53,-11.3
20210912,S37000029,3,Emergency,,21,30,-30
20210912,S37000029,4,Emergency,,16,14.5,10.3
20210912,S37000029,5,Emergency,,8,6.5,23.1
20210912,S37000030,1,Emergency,,83,84.5,-1.8
20210912,S37000030,2,Emergency,,148,127,16.5
20210912,S37000030,3,Emergency,,82,86.5,-5.2
20210912,S37000030,4,Emergency,,81,62,30.6
20210912,S37000030,5,Emergency,,47,46.5,1.1
20210912,S37000031,2,Emergency,,15,11,36.4
20210912,S37000031,3,Emergency,,42,48,-12.5
20210912,S37000032,1,Emergency,,245,219,11.9
20210912,S37000032,2,Emergency,,234,224,4.5
20210912,S37000032,3,Emergency,,204,182,12.1
20210912,S37000032,4,Emergency,,151,135.5,11.4
20210912,S37000032,5,Emergency,,126,101,24.8
20210912,S37000033,1,Emergency,,30,27,11.1
20210912,S37000033,2,Emergency,,57,51.5,10.7
20210912,S37000033,3,Emergency,,97,67.5,43.7
20210912,S37000033,4,Emergency,,119,107,11.2
20210912,S37000033,5,Emergency,,67,60,11.7
20210912,S37000034,1,Emergency,,796,778.5,2.2
20210912,S37000034,2,Emergency,,219,246,-11
20210912,S37000034,3,Emergency,,136,134,1.5
20210912,S37000034,4,Emergency,,93,103,-9.7
20210912,S37000034,5,Emergency,,69,77.5,-11
20210912,S37000035,1,Emergency,,347,369,-6
20210912,S37000035,2,Emergency,,263,266.5,-1.3
20210912,S37000035,3,Emergency,,120,124.5,-3.6
20210912,S37000035,4,Emergency,,116,105.5,10
20210912,S37000035,5,Emergency,,63,44,43.2
20210919,S37000001,1,Emergency,,72,66,9.1
20210919,S37000001,2,Emergency,,103,123.5,-16.6
20210919,S37000001,3,Emergency,,81,69,17.4
20210919,S37000001,4,Emergency,,67,54,24.1
20210919,S37000001,5,Emergency,,118,125,-5.6
20210919,S37000002,1,Emergency,,18,16,12.5
20210919,S37000002,2,Emergency,,40,52,-23.1
20210919,S37000002,3,Emergency,,95,97,-2.1
20210919,S37000002,4,Emergency,,154,150,2.7
20210919,S37000002,5,Emergency,,117,92,27.2
20210919,S37000003,1,Emergency,,23,20,15
20210919,S37000003,2,Emergency,,57,56,1.8
20210919,S37000003,3,Emergency,,74,59.5,24.4
20210919,S37000003,4,Emergency,,70,77,-9.1
20210919,S37000003,5,Emergency,,38,21.5,76.7
20210919,S37000004,1,Emergency,,31,22.5,37.8
20210919,S37000004,2,Emergency,,41,39,5.1
20210919,S37000004,3,Emergency,,85,61,39.3
20210919,S37000004,4,Emergency,,33,37,-10.8
20210919,S37000004,5,Emergency,,14,10.5,33.3
20210919,S37000005,1,Emergency,,73,85,-14.1
20210919,S37000005,2,Emergency,,55,67,-17.9
20210919,S37000005,3,Emergency,,42,49,-14.3
20210919,S37000005,4,Emergency,,55,67.5,-18.5
20210919,S37000005,5,Emergency,,56,57,-1.8
20210919,S37000006,1,Emergency,,40,43.5,-8
20210919,S37000006,2,Emergency,,94,100.5,-6.5
20210919,S37000006,3,Emergency,,122,127.5,-4.3
20210919,S37000006,4,Emergency,,39,48,-18.8
20210919,S37000006,5,Emergency,,28,26.5,5.7
20210919,S37000007,1,Emergency,,162,173.5,-6.6
20210919,S37000007,2,Emergency,,78,69,13
20210919,S37000007,3,Emergency,,44,35,25.7
20210919,S37000007,4,Emergency,,47,36.5,28.8
20210919,S37000007,5,Emergency,,48,34,41.2
20210919,S37000008,1,Emergency,,126,120,5
20210919,S37000008,2,Emergency,,77,98,-21.4
20210919,S37000008,3,Emergency,,68,60,13.3
20210919,S37000008,4,Emergency,,44,38.5,14.3
20210919,S37000008,5,Emergency,,27,30,-10
20210919,S37000009,1,Emergency,,17,8.5,100
20210919,S37000009,2,Emergency,,41,43,-4.7
20210919,S37000009,3,Emergency,,12,17.5,-31.4
20210919,S37000009,4,Emergency,,33,42,-21.4
20210919,S37000009,5,Emergency,,78,85.5,-8.8
20210919,S37000010,1,Emergency,,14,11,27.3
20210919,S37000010,2,Emergency,,63,69.5,-9.4
20210919,S37000010,3,Emergency,,48,39.5,21.5
20210919,S37000010,4,Emergency,,40,33,21.2
20210919,S37000010,5,Emergency,,23,28,-17.9
20210919,S37000011,1,Emergency,,8,16.5,-51.5
20210919,S37000011,2,Emergency,,18,23.5,-23.4
20210919,S37000011,3,Emergency,,16,15,6.7
20210919,S37000011,4,Emergency,,23,30.5,-24.6
20210919,S37000011,5,Emergency,,74,76.5,-3.3
20210919,S37000012,1,Emergency,,168,170.5,-1.5
20210919,S37000012,2,Emergency,,150,157,-4.5
20210919,S37000012,3,Emergency,,101,106,-4.7
20210919,S37000012,4,Emergency,,135,131.5,2.7
20210919,S37000012,5,Emergency,,290,289,0.3
20210919,S37000013,1,Emergency,,78,83,-6
20210919,S37000013,2,Emergency,,87,110,-20.9
20210919,S37000013,3,Emergency,,100,92,8.7
20210919,S37000013,4,Emergency,,57,63.5,-10.2
20210919,S37000013,5,Emergency,,46,48,-4.2
20210919,S37000016,1,Emergency,,51,72,-29.2
20210919,S37000016,2,Emergency,,88,104,-15.4
20210919,S37000016,3,Emergency,,165,156.5,5.4
20210919,S37000016,4,Emergency,,160,123,30.1
20210919,S37000016,5,Emergency,,23,31.5,-27
20210919,S37000017,1,Emergency,,116,100.5,15.4
20210919,S37000017,2,Emergency,,23,19,21.1
20210919,S37000017,3,Emergency,,30,17.5,71.4
20210919,S37000017,4,Emergency,,14,17,-17.6
20210919,S37000017,5,Emergency,,24,22.5,6.7
20210919,S37000018,1,Emergency,,23,21.5,7
20210919,S37000018,2,Emergency,,83,66,25.8
20210919,S37000018,3,Emergency,,49,35.5,38
20210919,S37000018,4,Emergency,,25,30,-16.7
20210919,S37000018,5,Emergency,,29,18.5,56.8
20210919,S37000019,1,Emergency,,11,8.5,29.4
20210919,S37000019,2,Emergency,,37,33.5,10.4
20210919,S37000019,3,Emergency,,63,45,40
20210919,S37000019,4,Emergency,,68,46.5,46.2
20210919,S37000019,5,Emergency,,20,16.5,21.2
20210919,S37000020,1,Emergency,,160,185,-13.5
20210919,S37000020,2,Emergency,,48,73,-34.2
20210919,S37000020,3,Emergency,,53,43,23.3
20210919,S37000020,4,Emergency,,39,42.5,-8.2
20210919,S37000020,5,Emergency,,26,24.5,6.1
20210919,S37000022,2,Emergency,,5,5,-0
20210919,S37000022,3,Emergency,,11,10.5,4.8
20210919,S37000022,4,Emergency,,25,24.5,2
20210919,S37000024,1,Emergency,,105,113,-7.1
20210919,S37000024,2,Emergency,,101,79.5,27
20210919,S37000024,3,Emergency,,50,59.5,-16
20210919,S37000024,4,Emergency,,41,38,7.9
20210919,S37000024,5,Emergency,,60,50,20
20210919,S37000025,1,Emergency,,24,22,9.1
20210919,S37000025,2,Emergency,,28,47,-40.4
20210919,S37000025,3,Emergency,,69,95,-27.4
20210919,S37000025,4,Emergency,,46,57.5,-20
20210919,S37000025,5,Emergency,,13,15,-13.3
20210919,S37000026,3,Emergency,,16,13,23.1
20210919,S37000026,4,Emergency,,24,18.5,29.7
20210919,S37000027,1,Emergency,,75,79.5,-5.7
20210919,S37000027,2,Emergency,,82,75.5,8.6
20210919,S37000027,3,Emergency,,78,72,8.3
20210919,S37000027,4,Emergency,,36,38,-5.3
20210919,S37000027,5,Emergency,,51,57,-10.5
20210919,S37000028,1,Emergency,,150,214,-29.9
20210919,S37000028,2,Emergency,,184,207,-11.1
20210919,S37000028,3,Emergency,,135,141,-4.3
20210919,S37000028,4,Emergency,,96,108.5,-11.5
20210919,S37000028,5,Emergency,,96,79.5,20.8
20210919,S37000029,1,Emergency,,95,86.5,9.8
20210919,S37000029,2,Emergency,,55,57.5,-4.3
20210919,S37000029,3,Emergency,,27,33,-18.2
20210919,S37000029,4,Emergency,,8,13.5,-40.7
20210919,S37000029,5,Emergency,,8,6.5,23.1
20210919,S37000030,1,Emergency,,85,87.5,-2.9
20210919,S37000030,2,Emergency,,154,130.5,18
20210919,S37000030,3,Emergency,,74,92.5,-20
20210919,S37000030,4,Emergency,,70,61.5,13.8
20210919,S37000030,5,Emergency,,52,50,4
20210919,S37000031,2,Emergency,,8,14,-42.9
20210919,S37000031,3,Emergency,,30,52.5,-42.9
20210919,S37000032,1,Emergency,,224,255.5,-12.3
20210919,S37000032,2,Emergency,,209,212,-1.4
20210919,S37000032,3,Emergency,,169,172,-1.7
20210919,S37000032,4,Emergency,,153,141,8.5
20210919,S37000032,5,Emergency,,125,107.5,16.3
20210919,S37000033,1,Emergency,,29,28,3.6
20210919,S37000033,2,Emergency,,62,53,17
20210919,S37000033,3,Emergency,,88,83,6
20210919,S37000033,4,Emergency,,113,101.5,11.3
20210919,S37000033,5,Emergency,,58,66.5,-12.8
20210919,S37000034,1,Emergency,,774,756,2.4
20210919,S37000034,2,Emergency,,232,246.5,-5.9
20210919,S37000034,3,Emergency,,128,137.5,-6.9
20210919,S37000034,4,Emergency,,109,108,0.9
20210919,S37000034,5,Emergency,,78,72,8.3
20210919,S37000035,1,Emergency,,342,371,-7.8
20210919,S37000035,2,Emergency,,267,250.5,6.6
20210919,S37000035,3,Emergency,,114,103,10.7
20210919,S37000035,4,Emergency,,94,99,-5.1
20210919,S37000035,5,Emergency,,44,59.5,-26.1
20210926,S37000001,1,Emergency,,66,61.5,7.3
20210926,S37000001,2,Emergency,,102,140,-27.1
20210926,S37000001,3,Emergency,,68,64,6.2
20210926,S37000001,4,Emergency,,65,49.5,31.3
20210926,S37000001,5,Emergency,,110,117,-6
20210926,S37000002,1,Emergency,,24,13.5,77.8
20210926,S37000002,2,Emergency,,54,56,-3.6
20210926,S37000002,3,Emergency,,85,99.5,-14.6
20210926,S37000002,4,Emergency,,165,168.5,-2.1
20210926,S37000002,5,Emergency,,113,115,-1.7
20210926,S37000003,1,Emergency,,32,18,77.8
20210926,S37000003,2,Emergency,,59,60.5,-2.5
20210926,S37000003,3,Emergency,,66,71,-7
20210926,S37000003,4,Emergency,,63,72,-12.5
20210926,S37000003,5,Emergency,,22,27.5,-20
20210926,S37000004,1,Emergency,,22,20.5,7.3
20210926,S37000004,2,Emergency,,25,32,-21.9
20210926,S37000004,3,Emergency,,77,70.5,9.2
20210926,S37000004,4,Emergency,,42,33,27.3
20210926,S37000004,5,Emergency,,9,12,-25
20210926,S37000005,1,Emergency,,65,67.5,-3.7
20210926,S37000005,2,Emergency,,46,66,-30.3
20210926,S37000005,3,Emergency,,24,49.5,-51.5
20210926,S37000005,4,Emergency,,54,57,-5.3
20210926,S37000005,5,Emergency,,43,55.5,-22.5
20210926,S37000006,1,Emergency,,30,51.5,-41.7
20210926,S37000006,2,Emergency,,105,96.5,8.8
20210926,S37000006,3,Emergency,,131,129.5,1.2
20210926,S37000006,4,Emergency,,47,51,-7.8
20210926,S37000006,5,Emergency,,26,29,-10.3
20210926,S37000007,1,Emergency,,176,164.5,7
20210926,S37000007,2,Emergency,,60,63.5,-5.5
20210926,S37000007,3,Emergency,,30,31,-3.2
20210926,S37000007,4,Emergency,,53,45.5,16.5
20210926,S37000007,5,Emergency,,33,42,-21.4
20210926,S37000008,1,Emergency,,131,138,-5.1
20210926,S37000008,2,Emergency,,74,81,-8.6
20210926,S37000008,3,Emergency,,57,48,18.8
20210926,S37000008,4,Emergency,,40,49.5,-19.2
20210926,S37000008,5,Emergency,,21,25.5,-17.6
20210926,S37000009,1,Emergency,,6,10.5,-42.9
20210926,S37000009,2,Emergency,,51,39,30.8
20210926,S37000009,3,Emergency,,10,18,-44.4
20210926,S37000009,4,Emergency,,41,45,-8.9
20210926,S37000009,5,Emergency,,91,93,-2.2
20210926,S37000010,1,Emergency,,12,11.5,4.3
20210926,S37000010,2,Emergency,,83,86,-3.5
20210926,S37000010,3,Emergency,,48,54.5,-11.9
20210926,S37000010,4,Emergency,,33,32.5,1.5
20210926,S37000010,5,Emergency,,29,23.5,23.4
20210926,S37000011,1,Emergency,,10,19.5,-48.7
20210926,S37000011,2,Emergency,,24,15.5,54.8
20210926,S37000011,3,Emergency,,13,10,30
20210926,S37000011,4,Emergency,,36,32.5,10.8
20210926,S37000011,5,Emergency,,82,70,17.1
20210926,S37000012,1,Emergency,,176,151.5,16.2
20210926,S37000012,2,Emergency,,173,160,8.1
20210926,S37000012,3,Emergency,,107,99.5,7.5
20210926,S37000012,4,Emergency,,133,145.5,-8.6
20210926,S37000012,5,Emergency,,245,276,-11.2
20210926,S37000013,1,Emergency,,65,86.5,-24.9
20210926,S37000013,2,Emergency,,89,112.5,-20.9
20210926,S37000013,3,Emergency,,71,104.5,-32.1
20210926,S37000013,4,Emergency,,44,66,-33.3
20210926,S37000013,5,Emergency,,49,52,-5.8
20210926,S37000016,1,Emergency,,74,76,-2.6
20210926,S37000016,2,Emergency,,93,97.5,-4.6
20210926,S37000016,3,Emergency,,175,167.5,4.5
20210926,S37000016,4,Emergency,,144,137,5.1
20210926,S37000016,5,Emergency,,38,30,26.7
20210926,S37000017,1,Emergency,,90,104.5,-13.9
20210926,S37000017,2,Emergency,,22,20.5,7.3
20210926,S37000017,3,Emergency,,22,24.5,-10.2
20210926,S37000017,4,Emergency,,23,20.5,12.2
20210926,S37000017,5,Emergency,,16,20.5,-22
20210926,S37000018,1,Emergency,,14,20.5,-31.7
20210926,S37000018,2,Emergency,,78,66.5,17.3
20210926,S37000018,3,Emergency,,58,41.5,39.8
20210926,S37000018,4,Emergency,,35,29.5,18.6
20210926,S37000018,5,Emergency,,21,23.5,-10.6
20210926,S37000019,1,Emergency,,8,6,33.3
20210926,S37000019,2,Emergency,,41,32,28.1
20210926,S37000019,3,Emergency,,70,49.5,41.4
20210926,S37000019,4,Emergency,,66,62.5,5.6
20210926,S37000019,5,Emergency,,14,15.5,-9.7
20210926,S37000020,1,Emergency,,163,194.5,-16.2
20210926,S37000020,2,Emergency,,62,68,-8.8
20210926,S37000020,3,Emergency,,52,53.5,-2.8
20210926,S37000020,4,Emergency,,35,38,-7.9
20210926,S37000020,5,Emergency,,18,23.5,-23.4
20210926,S37000022,2,Emergency,,7,3.5,100
20210926,S37000022,3,Emergency,,5,8.5,-41.2
20210926,S37000022,4,Emergency,,28,22,27.3
20210926,S37000024,1,Emergency,,95,114.5,-17
20210926,S37000024,2,Emergency,,83,87,-4.6
20210926,S37000024,3,Emergency,,62,64,-3.1
20210926,S37000024,4,Emergency,,32,42.5,-24.7
20210926,S37000024,5,Emergency,,53,42,26.2
20210926,S37000025,1,Emergency,,15,22,-31.8
20210926,S37000025,2,Emergency,,20,55,-63.6
20210926,S37000025,3,Emergency,,80,107.5,-25.6
20210926,S37000025,4,Emergency,,52,70,-25.7
20210926,S37000025,5,Emergency,,11,13.5,-18.5
20210926,S37000026,3,Emergency,,10,27,-63
20210926,S37000026,4,Emergency,,16,23.5,-31.9
20210926,S37000027,1,Emergency,,83,78,6.4
20210926,S37000027,2,Emergency,,88,91,-3.3
20210926,S37000027,3,Emergency,,72,73,-1.4
20210926,S37000027,4,Emergency,,51,44,15.9
20210926,S37000027,5,Emergency,,41,51.5,-20.4
20210926,S37000028,1,Emergency,,160,193,-17.1
20210926,S37000028,2,Emergency,,173,187.5,-7.7
20210926,S37000028,3,Emergency,,143,125.5,13.9
20210926,S37000028,4,Emergency,,105,124,-15.3
20210926,S37000028,5,Emergency,,78,92.5,-15.7
20210926,S37000029,1,Emergency,,86,96.5,-10.9
20210926,S37000029,2,Emergency,,44,58,-24.1
20210926,S37000029,3,Emergency,,21,32,-34.4
20210926,S37000029,4,Emergency,,7,11,-36.4
20210926,S37000029,5,Emergency,,5,5,-0
20210926,S37000030,1,Emergency,,99,73,35.6
20210926,S37000030,2,Emergency,,124,130,-4.6
20210926,S37000030,3,Emergency,,87,85.5,1.8
20210926,S37000030,4,Emergency,,59,68.5,-13.9
20210926,S37000030,5,Emergency,,53,40.5,30.9
20210926,S37000031,2,Emergency,,10,9.5,5.3
20210926,S37000031,3,Emergency,,36,50,-28
20210926,S37000032,1,Emergency,,226,231,-2.2
20210926,S37000032,2,Emergency,,233,224.5,3.8
20210926,S37000032,3,Emergency,,166,180,-7.8
20210926,S37000032,4,Emergency,,181,158.5,14.2
20210926,S37000032,5,Emergency,,125,120.5,3.7
20210926,S37000033,1,Emergency,,21,25,-16
20210926,S37000033,2,Emergency,,41,50,-18
20210926,S37000033,3,Emergency,,69,85.5,-19.3
20210926,S37000033,4,Emergency,,101,114,-11.4
20210926,S37000033,5,Emergency,,85,61,39.3
20210926,S37000034,1,Emergency,,728,786.5,-7.4
20210926,S37000034,2,Emergency,,174,220,-20.9
20210926,S37000034,3,Emergency,,92,137.5,-33.1
20210926,S37000034,4,Emergency,,95,102.5,-7.3
20210926,S37000034,5,Emergency,,76,85,-10.6
20210926,S37000035,1,Emergency,,356,376.5,-5.4
20210926,S37000035,2,Emergency,,249,259,-3.9
20210926,S37000035,3,Emergency,,106,119.5,-11.3
20210926,S37000035,4,Emergency,,86,106.5,-19.2
20210926,S37000035,5,Emergency,,56,73,-23.3
20211003,S37000001,1,Emergency,,81,61,32.8
20211003,S37000001,2,Emergency,,110,127.5,-13.7
20211003,S37000001,3,Emergency,,59,71.5,-17.5
20211003,S37000001,4,Emergency,,42,57.5,-27
20211003,S37000001,5,Emergency,,95,106,-10.4
20211003,S37000002,1,Emergency,,19,15.5,22.6
20211003,S37000002,2,Emergency,,60,54.5,10.1
